,property_value,pml,deductible,claim_amount,Cluster,curve,ded%
4386,701000.0,140000.0,1000.0,238460.0,1,Y2,0.007142857142857143
4387,618000.0,124000.0,1000.0,195240.0,1,Y2,0.008064516129032258
4388,460000.0,92000.0,5000.0,181260.0,1,Y2,0.05434782608695652
4389,352000.0,70000.0,5000.0,200840.0,1,Y2,0.07142857142857142
4390,611000.0,122000.0,1000.0,212170.0,1,Y2,0.00819672131147541
4391,573000.0,115000.0,5000.0,239500.0,1,Y2,0.043478260869565216
4392,273000.0,55000.0,5000.0,181770.0,1,Y2,0.09090909090909091
4393,439000.0,88000.0,2000.0,197840.0,1,Y2,0.022727272727272728
4394,474000.0,95000.0,2000.0,210450.0,1,Y2,0.021052631578947368
4395,394000.0,79000.0,500.0,211170.0,1,Y2,0.006329113924050633
4396,357000.0,71000.0,2000.0,202720.0,1,Y2,0.028169014084507043
4397,417000.0,83000.0,2000.0,190440.0,1,Y2,0.024096385542168676
4398,709000.0,142000.0,5000.0,195320.0,1,Y2,0.035211267605633804
4399,407000.0,81000.0,5000.0,217540.0,1,Y2,0.06172839506172839
4400,196000.0,39000.0,500.0,226070.0,1,Y2,0.01282051282051282
4401,237000.0,47000.0,500.0,188850.0,1,Y2,0.010638297872340425
4402,415000.0,83000.0,1000.0,224970.0,1,Y2,0.012048192771084338
4403,342000.0,68000.0,5000.0,194400.0,1,Y2,0.07352941176470588
4404,557000.0,111000.0,1000.0,201240.0,1,Y2,0.009009009009009009
4405,153000.0,31000.0,1000.0,228710.0,1,Y2,0.03225806451612903
4406,552000.0,110000.0,500.0,202120.0,1,Y2,0.004545454545454545
4407,241000.0,48000.0,5000.0,220590.0,1,Y2,0.10416666666666667
4408,540000.0,108000.0,1000.0,194610.0,1,Y2,0.009259259259259259
4409,425000.0,85000.0,2000.0,189950.0,1,Y2,0.023529411764705882
4410,558000.0,112000.0,5000.0,186980.0,1,Y2,0.044642857142857144
4411,710000.0,142000.0,2000.0,206980.0,1,Y2,0.014084507042253521
4412,138000.0,28000.0,2000.0,179720.0,1,Y2,0.07142857142857142
4413,610000.0,122000.0,500.0,186970.0,1,Y2,0.004098360655737705
4414,557000.0,111000.0,2000.0,204980.0,1,Y2,0.018018018018018018
4415,468000.0,94000.0,5000.0,211370.0,1,Y2,0.05319148936170213
4416,558000.0,112000.0,1000.0,196440.0,1,Y2,0.008928571428571428
4417,512000.0,102000.0,2000.0,179830.0,1,Y2,0.0196078431372549
4418,433000.0,87000.0,500.0,174530.0,1,Y2,0.005747126436781609
4419,429000.0,86000.0,500.0,191340.0,1,Y2,0.005813953488372093
4420,360000.0,72000.0,1000.0,187410.0,1,Y2,0.013888888888888888
4421,398000.0,80000.0,1000.0,201390.0,1,Y2,0.0125
4422,559000.0,112000.0,5000.0,189000.0,1,Y2,0.044642857142857144
4423,703000.0,141000.0,2000.0,208530.0,1,Y2,0.014184397163120567
4424,589000.0,118000.0,2000.0,184230.0,1,Y2,0.01694915254237288
4425,669000.0,134000.0,1000.0,184330.0,1,Y2,0.007462686567164179
4426,717000.0,143000.0,5000.0,232890.0,1,Y2,0.03496503496503497
4427,149000.0,30000.0,5000.0,221450.0,1,Y2,0.16666666666666666
4428,197000.0,39000.0,1000.0,197350.0,1,Y2,0.02564102564102564
4429,585000.0,117000.0,500.0,179370.0,1,Y2,0.004273504273504274
4430,449000.0,90000.0,1000.0,206610.0,1,Y2,0.011111111111111112
4431,495000.0,99000.0,1000.0,167880.0,1,Y2,0.010101010101010102
4432,669000.0,134000.0,5000.0,222700.0,1,Y2,0.03731343283582089
4433,552000.0,110000.0,500.0,208370.0,1,Y2,0.004545454545454545
4434,230000.0,46000.0,5000.0,209940.0,1,Y2,0.10869565217391304
4435,313000.0,63000.0,5000.0,198950.0,1,Y2,0.07936507936507936
4436,431000.0,86000.0,500.0,211140.0,1,Y2,0.005813953488372093
4437,538000.0,108000.0,5000.0,165210.0,1,Y2,0.046296296296296294
4438,395000.0,79000.0,500.0,207130.0,1,Y2,0.006329113924050633
4439,292000.0,58000.0,500.0,197780.0,1,Y2,0.008620689655172414
4440,617000.0,123000.0,1000.0,212210.0,1,Y2,0.008130081300813009
4441,342000.0,68000.0,2000.0,193270.0,1,Y2,0.029411764705882353
4442,856000.0,171000.0,5000.0,186050.0,1,Y2,0.029239766081871343
4443,478000.0,96000.0,500.0,219370.0,1,Y2,0.005208333333333333
4444,514000.0,103000.0,2000.0,204660.0,1,Y2,0.019417475728155338
4445,203000.0,41000.0,5000.0,202390.0,1,Y2,0.12195121951219512
4446,689000.0,138000.0,500.0,178800.0,1,Y2,0.0036231884057971015
4447,552000.0,110000.0,5000.0,188220.0,1,Y2,0.045454545454545456
4448,484000.0,97000.0,2000.0,195420.0,1,Y2,0.020618556701030927
4449,699000.0,140000.0,2000.0,202700.0,1,Y2,0.014285714285714285
4450,519000.0,104000.0,500.0,188580.0,1,Y2,0.004807692307692308
4451,282000.0,56000.0,2000.0,189040.0,1,Y2,0.03571428571428571
4452,485000.0,97000.0,2000.0,193900.0,1,Y2,0.020618556701030927
4453,553000.0,111000.0,5000.0,178350.0,1,Y2,0.04504504504504504
4454,447000.0,89000.0,1000.0,214790.0,1,Y2,0.011235955056179775
4455,351000.0,70000.0,5000.0,206040.0,1,Y2,0.07142857142857142
4456,237000.0,47000.0,1000.0,210040.0,1,Y2,0.02127659574468085
4457,506000.0,101000.0,2000.0,188330.0,1,Y2,0.019801980198019802
4458,289000.0,58000.0,5000.0,188430.0,1,Y2,0.08620689655172414
4459,586000.0,117000.0,1000.0,218680.0,1,Y2,0.008547008547008548
4460,435000.0,87000.0,500.0,202490.0,1,Y2,0.005747126436781609
4461,487000.0,97000.0,5000.0,210020.0,1,Y2,0.05154639175257732
4462,700000.0,140000.0,500.0,202150.0,1,Y2,0.0035714285714285713
4463,549000.0,110000.0,500.0,184140.0,1,Y2,0.004545454545454545
4464,611000.0,122000.0,500.0,185810.0,1,Y2,0.004098360655737705
4465,542000.0,108000.0,5000.0,173110.0,1,Y2,0.046296296296296294
4466,695000.0,139000.0,2000.0,218360.0,1,Y2,0.014388489208633094
4467,470000.0,94000.0,2000.0,176520.0,1,Y2,0.02127659574468085
4468,654000.0,131000.0,1000.0,180610.0,1,Y2,0.007633587786259542
4469,296000.0,59000.0,500.0,208050.0,1,Y2,0.00847457627118644
4470,286000.0,57000.0,1000.0,234870.0,1,Y2,0.017543859649122806
4471,289000.0,58000.0,1000.0,191480.0,1,Y2,0.017241379310344827
4472,581000.0,116000.0,2000.0,195090.0,1,Y2,0.017241379310344827
4473,482000.0,96000.0,1000.0,209260.0,1,Y2,0.010416666666666666
4474,287000.0,57000.0,5000.0,213220.0,1,Y2,0.08771929824561403
4475,729000.0,146000.0,5000.0,190690.0,1,Y2,0.03424657534246575
4476,449000.0,90000.0,500.0,207720.0,1,Y2,0.005555555555555556
4477,294000.0,59000.0,1000.0,212390.0,1,Y2,0.01694915254237288
4478,375000.0,75000.0,500.0,181600.0,1,Y2,0.006666666666666667
4479,668000.0,134000.0,2000.0,189340.0,1,Y2,0.014925373134328358
4480,281000.0,56000.0,1000.0,208270.0,1,Y2,0.017857142857142856
4481,301000.0,60000.0,500.0,182800.0,1,Y2,0.008333333333333333
4482,535000.0,107000.0,500.0,225290.0,1,Y2,0.004672897196261682
4483,502000.0,100000.0,1000.0,218220.0,1,Y2,0.01
4484,498000.0,100000.0,2000.0,192410.0,1,Y2,0.02
4485,712000.0,142000.0,1000.0,240730.0,1,Y2,0.007042253521126761
4486,553000.0,111000.0,500.0,211790.0,1,Y2,0.0045045045045045045
4487,376000.0,75000.0,2000.0,213650.0,1,Y2,0.02666666666666667
4488,482000.0,96000.0,2000.0,194430.0,1,Y2,0.020833333333333332
4489,465000.0,93000.0,5000.0,176130.0,1,Y2,0.053763440860215055
4490,282000.0,56000.0,2000.0,189610.0,1,Y2,0.03571428571428571
4491,505000.0,101000.0,500.0,209790.0,1,Y2,0.0049504950495049506
4492,578000.0,116000.0,1000.0,191880.0,1,Y2,0.008620689655172414
4493,527000.0,105000.0,2000.0,202310.0,1,Y2,0.01904761904761905
4494,544000.0,109000.0,1000.0,185620.0,1,Y2,0.009174311926605505
4495,381000.0,76000.0,500.0,189390.0,1,Y2,0.006578947368421052
4496,420000.0,84000.0,500.0,170340.0,1,Y2,0.005952380952380952
4497,565000.0,113000.0,500.0,211540.0,1,Y2,0.004424778761061947
4498,346000.0,69000.0,5000.0,212720.0,1,Y2,0.07246376811594203
4499,244000.0,49000.0,1000.0,211790.0,1,Y2,0.02040816326530612
4500,437000.0,87000.0,1000.0,207020.0,1,Y2,0.011494252873563218
4501,473000.0,95000.0,2000.0,211750.0,1,Y2,0.021052631578947368
4502,578000.0,116000.0,500.0,177480.0,1,Y2,0.004310344827586207
4503,198000.0,40000.0,5000.0,200050.0,1,Y2,0.125
4504,393000.0,79000.0,2000.0,201840.0,1,Y2,0.02531645569620253
4505,583000.0,117000.0,2000.0,177850.0,1,Y2,0.017094017094017096
4506,577000.0,115000.0,2000.0,223420.0,1,Y2,0.017391304347826087
4507,446000.0,89000.0,500.0,187980.0,1,Y2,0.0056179775280898875
4508,458000.0,92000.0,500.0,164470.0,1,Y2,0.005434782608695652
4509,406000.0,81000.0,5000.0,215320.0,1,Y2,0.06172839506172839
4510,498000.0,100000.0,2000.0,202370.0,1,Y2,0.02
4511,268000.0,54000.0,5000.0,220690.0,1,Y2,0.09259259259259259
4512,703000.0,141000.0,500.0,178600.0,1,Y2,0.0035460992907801418
4513,440000.0,88000.0,2000.0,208070.0,1,Y2,0.022727272727272728
4514,449000.0,90000.0,1000.0,207390.0,1,Y2,0.011111111111111112
4515,428000.0,86000.0,500.0,217180.0,1,Y2,0.005813953488372093
4516,610000.0,122000.0,500.0,218910.0,1,Y2,0.004098360655737705
4517,292000.0,58000.0,2000.0,182880.0,1,Y2,0.034482758620689655
4518,442000.0,88000.0,500.0,195950.0,1,Y2,0.005681818181818182
4519,93000.0,19000.0,1000.0,224510.0,1,Y2,0.05263157894736842
4520,793000.0,159000.0,5000.0,202710.0,1,Y2,0.031446540880503145
4521,433000.0,87000.0,500.0,194710.0,1,Y2,0.005747126436781609
4522,503000.0,101000.0,1000.0,214180.0,1,Y2,0.009900990099009901
4523,358000.0,72000.0,2000.0,199650.0,1,Y2,0.027777777777777776
4524,593000.0,119000.0,1000.0,201140.0,1,Y2,0.008403361344537815
4525,264000.0,53000.0,2000.0,190320.0,1,Y2,0.03773584905660377
4526,272000.0,54000.0,2000.0,216760.0,1,Y2,0.037037037037037035
4527,445000.0,89000.0,2000.0,196710.0,1,Y2,0.02247191011235955
4528,220000.0,44000.0,2000.0,204840.0,1,Y2,0.045454545454545456
4529,470000.0,94000.0,500.0,202340.0,1,Y2,0.005319148936170213
4530,614000.0,123000.0,5000.0,196890.0,1,Y2,0.04065040650406504
4531,566000.0,113000.0,5000.0,192540.0,1,Y2,0.04424778761061947
4532,701000.0,140000.0,2000.0,214770.0,1,Y2,0.014285714285714285
4533,508000.0,102000.0,5000.0,191220.0,1,Y2,0.049019607843137254
4534,551000.0,110000.0,5000.0,198660.0,1,Y2,0.045454545454545456
4535,316000.0,63000.0,500.0,195770.0,1,Y2,0.007936507936507936
4536,358000.0,72000.0,500.0,214860.0,1,Y2,0.006944444444444444
4537,510000.0,102000.0,500.0,203360.0,1,Y2,0.004901960784313725
4538,338000.0,68000.0,5000.0,215170.0,1,Y2,0.07352941176470588
4539,435000.0,87000.0,5000.0,211790.0,1,Y2,0.05747126436781609
4540,445000.0,89000.0,1000.0,209770.0,1,Y2,0.011235955056179775
4541,425000.0,85000.0,1000.0,186320.0,1,Y2,0.011764705882352941
4542,464000.0,93000.0,500.0,203840.0,1,Y2,0.005376344086021506
4543,437000.0,87000.0,5000.0,224150.0,1,Y2,0.05747126436781609
4544,294000.0,59000.0,2000.0,207010.0,1,Y2,0.03389830508474576
4545,663000.0,133000.0,2000.0,199650.0,1,Y2,0.015037593984962405
4546,323000.0,65000.0,500.0,207890.0,1,Y2,0.007692307692307693
4547,434000.0,87000.0,2000.0,220910.0,1,Y2,0.022988505747126436
4548,178000.0,36000.0,2000.0,211140.0,1,Y2,0.05555555555555555
4549,257000.0,51000.0,1000.0,224520.0,1,Y2,0.0196078431372549
4550,471000.0,94000.0,1000.0,190270.0,1,Y2,0.010638297872340425
4551,295000.0,59000.0,1000.0,193330.0,1,Y2,0.01694915254237288
4552,406000.0,81000.0,5000.0,218160.0,1,Y2,0.06172839506172839
4553,658000.0,132000.0,500.0,198470.0,1,Y2,0.003787878787878788
4554,626000.0,125000.0,5000.0,204450.0,1,Y2,0.04
4555,651000.0,130000.0,500.0,215450.0,1,Y2,0.0038461538461538464
4556,289000.0,58000.0,500.0,188230.0,1,Y2,0.008620689655172414
4557,423000.0,85000.0,500.0,215790.0,1,Y2,0.0058823529411764705
4558,326000.0,65000.0,2000.0,188890.0,1,Y2,0.03076923076923077
4559,369000.0,74000.0,2000.0,204880.0,1,Y2,0.02702702702702703
4560,394000.0,79000.0,500.0,202770.0,1,Y2,0.006329113924050633
4561,482000.0,96000.0,2000.0,208500.0,1,Y2,0.020833333333333332
4562,346000.0,69000.0,1000.0,199940.0,1,Y2,0.014492753623188406
4563,307000.0,61000.0,5000.0,203500.0,1,Y2,0.08196721311475409
4564,519000.0,104000.0,2000.0,176510.0,1,Y2,0.019230769230769232
4565,333000.0,67000.0,500.0,189830.0,1,Y2,0.007462686567164179
4566,549000.0,110000.0,2000.0,197690.0,1,Y2,0.01818181818181818
4567,524000.0,105000.0,2000.0,187250.0,1,Y2,0.01904761904761905
4568,379000.0,76000.0,500.0,211890.0,1,Y2,0.006578947368421052
4569,493000.0,99000.0,1000.0,197800.0,1,Y2,0.010101010101010102
4570,336000.0,67000.0,2000.0,204110.0,1,Y2,0.029850746268656716
4571,298000.0,60000.0,2000.0,194580.0,1,Y2,0.03333333333333333
4572,476000.0,95000.0,2000.0,211580.0,1,Y2,0.021052631578947368
4573,605000.0,121000.0,500.0,204770.0,1,Y2,0.004132231404958678
4574,69000.0,14000.0,2000.0,202730.0,1,Y2,0.14285714285714285
4575,189000.0,38000.0,500.0,203680.0,1,Y2,0.013157894736842105
4576,469000.0,94000.0,500.0,173620.0,1,Y2,0.005319148936170213
4577,712000.0,142000.0,2000.0,215320.0,1,Y2,0.014084507042253521
4578,307000.0,61000.0,1000.0,215070.0,1,Y2,0.01639344262295082
4579,586000.0,117000.0,2000.0,191920.0,1,Y2,0.017094017094017096
4580,524000.0,105000.0,5000.0,215500.0,1,Y2,0.047619047619047616
4581,405000.0,81000.0,5000.0,187020.0,1,Y2,0.06172839506172839
4582,460000.0,92000.0,500.0,201790.0,1,Y2,0.005434782608695652
4583,623000.0,125000.0,500.0,198120.0,1,Y2,0.004
4584,258000.0,52000.0,2000.0,219320.0,1,Y2,0.038461538461538464
4585,475000.0,95000.0,2000.0,183340.0,1,Y2,0.021052631578947368
4586,299000.0,60000.0,1000.0,226480.0,1,Y2,0.016666666666666666
4587,325000.0,65000.0,2000.0,212780.0,1,Y2,0.03076923076923077
4588,383000.0,77000.0,5000.0,193020.0,1,Y2,0.06493506493506493
4589,269000.0,54000.0,1000.0,203620.0,1,Y2,0.018518518518518517
4590,355000.0,71000.0,500.0,183960.0,1,Y2,0.007042253521126761
4591,278000.0,56000.0,5000.0,218930.0,1,Y2,0.08928571428571429
4592,342000.0,68000.0,5000.0,197560.0,1,Y2,0.07352941176470588
4593,3000.0,1000.0,500.0,176650.0,1,Y2,0.5
4594,411000.0,82000.0,2000.0,198810.0,1,Y2,0.024390243902439025
4595,442000.0,88000.0,2000.0,200210.0,1,Y2,0.022727272727272728
4596,169000.0,34000.0,2000.0,209290.0,1,Y2,0.058823529411764705
4597,402000.0,80000.0,1000.0,198880.0,1,Y2,0.0125
4598,515000.0,103000.0,500.0,203420.0,1,Y2,0.0048543689320388345
4599,102000.0,20000.0,5000.0,185340.0,1,Y2,0.25
4600,407000.0,81000.0,1000.0,205360.0,1,Y2,0.012345679012345678
4601,510000.0,102000.0,1000.0,219900.0,1,Y2,0.00980392156862745
4602,530000.0,106000.0,500.0,202080.0,1,Y2,0.0047169811320754715
4603,309000.0,62000.0,5000.0,219360.0,1,Y2,0.08064516129032258
4604,527000.0,105000.0,5000.0,205380.0,1,Y2,0.047619047619047616
4605,388000.0,78000.0,1000.0,208600.0,1,Y2,0.01282051282051282
4606,160000.0,32000.0,500.0,198180.0,1,Y2,0.015625
4607,373000.0,75000.0,2000.0,188700.0,1,Y2,0.02666666666666667
4608,148000.0,30000.0,1000.0,213710.0,1,Y2,0.03333333333333333
4609,561000.0,112000.0,2000.0,190990.0,1,Y2,0.017857142857142856
4610,232000.0,46000.0,5000.0,214310.0,1,Y2,0.10869565217391304
4611,654000.0,131000.0,5000.0,189380.0,1,Y2,0.03816793893129771
4612,359000.0,72000.0,1000.0,236660.0,1,Y2,0.013888888888888888
4613,487000.0,97000.0,1000.0,203120.0,1,Y2,0.010309278350515464
4614,489000.0,98000.0,500.0,188380.0,1,Y2,0.00510204081632653
4615,265000.0,53000.0,2000.0,182090.0,1,Y2,0.03773584905660377
4616,123000.0,25000.0,500.0,187820.0,1,Y2,0.02
4617,368000.0,74000.0,2000.0,182750.0,1,Y2,0.02702702702702703
4618,536000.0,107000.0,5000.0,208790.0,1,Y2,0.04672897196261682
4619,387000.0,77000.0,500.0,214510.0,1,Y2,0.006493506493506494
4620,448000.0,90000.0,1000.0,201440.0,1,Y2,0.011111111111111112
4621,441000.0,88000.0,1000.0,208670.0,1,Y2,0.011363636363636364
4622,437000.0,87000.0,1000.0,198490.0,1,Y2,0.011494252873563218
4623,306000.0,61000.0,1000.0,189860.0,1,Y2,0.01639344262295082
4624,282000.0,56000.0,500.0,196540.0,1,Y2,0.008928571428571428
4625,503000.0,101000.0,500.0,183060.0,1,Y2,0.0049504950495049506
4626,460000.0,92000.0,2000.0,203280.0,1,Y2,0.021739130434782608
4627,310000.0,62000.0,1000.0,202260.0,1,Y2,0.016129032258064516
4628,488000.0,98000.0,500.0,202460.0,1,Y2,0.00510204081632653
4629,259000.0,52000.0,5000.0,199730.0,1,Y2,0.09615384615384616
4630,429000.0,86000.0,1000.0,194090.0,1,Y2,0.011627906976744186
4631,291000.0,58000.0,500.0,205000.0,1,Y2,0.008620689655172414
4632,502000.0,100000.0,2000.0,240330.0,1,Y2,0.02
4633,271000.0,54000.0,2000.0,222560.0,1,Y2,0.037037037037037035
4634,334000.0,67000.0,5000.0,197320.0,1,Y2,0.07462686567164178
4635,249000.0,50000.0,1000.0,211180.0,1,Y2,0.02
4636,537000.0,107000.0,2000.0,167950.0,1,Y2,0.018691588785046728
4637,231000.0,46000.0,500.0,212360.0,1,Y2,0.010869565217391304
4638,619000.0,124000.0,2000.0,173750.0,1,Y2,0.016129032258064516
4639,594000.0,119000.0,500.0,207590.0,1,Y2,0.004201680672268907
4640,385000.0,77000.0,5000.0,201260.0,1,Y2,0.06493506493506493
4641,396000.0,79000.0,2000.0,185280.0,1,Y2,0.02531645569620253
4642,350000.0,70000.0,2000.0,197060.0,1,Y2,0.02857142857142857
4643,423000.0,85000.0,2000.0,191230.0,1,Y2,0.023529411764705882
4644,381000.0,76000.0,5000.0,217940.0,1,Y2,0.06578947368421052
4645,587000.0,117000.0,500.0,188950.0,1,Y2,0.004273504273504274
4646,420000.0,84000.0,1000.0,221900.0,1,Y2,0.011904761904761904
4647,223000.0,45000.0,500.0,204950.0,1,Y2,0.011111111111111112
4648,601000.0,120000.0,1000.0,203750.0,1,Y2,0.008333333333333333
4649,696000.0,139000.0,5000.0,181920.0,1,Y2,0.03597122302158273
4650,388000.0,78000.0,2000.0,182220.0,1,Y2,0.02564102564102564
4651,370000.0,74000.0,500.0,197160.0,1,Y2,0.006756756756756757
4652,561000.0,112000.0,5000.0,212460.0,1,Y2,0.044642857142857144
4653,485000.0,97000.0,1000.0,170840.0,1,Y2,0.010309278350515464
4654,413000.0,83000.0,2000.0,204620.0,1,Y2,0.024096385542168676
4655,623000.0,125000.0,1000.0,202520.0,1,Y2,0.008
4656,451000.0,90000.0,500.0,204630.0,1,Y2,0.005555555555555556
4657,605000.0,121000.0,1000.0,211700.0,1,Y2,0.008264462809917356
4658,486000.0,97000.0,5000.0,173020.0,1,Y2,0.05154639175257732
4659,296000.0,59000.0,5000.0,188190.0,1,Y2,0.0847457627118644
4660,278000.0,56000.0,500.0,207880.0,1,Y2,0.008928571428571428
4661,494000.0,99000.0,500.0,209250.0,1,Y2,0.005050505050505051
4662,400000.0,80000.0,500.0,208510.0,1,Y2,0.00625
4663,448000.0,90000.0,1000.0,213370.0,1,Y2,0.011111111111111112
4664,480000.0,96000.0,5000.0,200970.0,1,Y2,0.052083333333333336
4665,107000.0,21000.0,5000.0,208050.0,1,Y2,0.23809523809523808
4666,327000.0,65000.0,5000.0,208310.0,1,Y2,0.07692307692307693
4667,695000.0,139000.0,5000.0,224800.0,1,Y2,0.03597122302158273
4668,451000.0,90000.0,500.0,202780.0,1,Y2,0.005555555555555556
4669,857000.0,171000.0,5000.0,178550.0,1,Y2,0.029239766081871343
4670,486000.0,97000.0,5000.0,187310.0,1,Y2,0.05154639175257732
4671,692000.0,138000.0,500.0,209050.0,1,Y2,0.0036231884057971015
4672,426000.0,85000.0,2000.0,210500.0,1,Y2,0.023529411764705882
4673,541000.0,108000.0,5000.0,208030.0,1,Y2,0.046296296296296294
4674,216000.0,43000.0,500.0,217150.0,1,Y2,0.011627906976744186
4675,364000.0,73000.0,1000.0,211440.0,1,Y2,0.0136986301369863
4676,643000.0,129000.0,5000.0,196230.0,1,Y2,0.03875968992248062
4677,344000.0,69000.0,5000.0,218650.0,1,Y2,0.07246376811594203
4678,616000.0,123000.0,500.0,207030.0,1,Y2,0.0040650406504065045
4679,519000.0,104000.0,500.0,182910.0,1,Y2,0.004807692307692308
4680,445000.0,89000.0,2000.0,196910.0,1,Y2,0.02247191011235955
4681,388000.0,78000.0,500.0,200450.0,1,Y2,0.00641025641025641
4682,652000.0,130000.0,2000.0,187990.0,1,Y2,0.015384615384615385
4683,380000.0,76000.0,2000.0,191140.0,1,Y2,0.02631578947368421
4684,296000.0,59000.0,1000.0,209650.0,1,Y2,0.01694915254237288
4685,464000.0,93000.0,1000.0,181850.0,1,Y2,0.010752688172043012
4686,376000.0,75000.0,1000.0,196340.0,1,Y2,0.013333333333333334
4687,321000.0,64000.0,1000.0,207130.0,1,Y2,0.015625
4688,332000.0,66000.0,5000.0,211190.0,1,Y2,0.07575757575757576
4689,210000.0,42000.0,1000.0,193450.0,1,Y2,0.023809523809523808
4690,398000.0,80000.0,1000.0,183350.0,1,Y2,0.0125
4691,438000.0,88000.0,500.0,190540.0,1,Y2,0.005681818181818182
4692,553000.0,111000.0,500.0,190400.0,1,Y2,0.0045045045045045045
4693,482000.0,96000.0,2000.0,175740.0,1,Y2,0.020833333333333332
4694,506000.0,101000.0,1000.0,201700.0,1,Y2,0.009900990099009901
4695,418000.0,84000.0,1000.0,195860.0,1,Y2,0.011904761904761904
4696,148000.0,30000.0,5000.0,202590.0,1,Y2,0.16666666666666666
4697,502000.0,100000.0,2000.0,200340.0,1,Y2,0.02
4698,368000.0,74000.0,500.0,191720.0,1,Y2,0.006756756756756757
4699,718000.0,144000.0,500.0,228890.0,1,Y2,0.003472222222222222
4700,479000.0,96000.0,1000.0,185160.0,1,Y2,0.010416666666666666
4701,629000.0,126000.0,2000.0,194930.0,1,Y2,0.015873015873015872
4702,538000.0,108000.0,500.0,200160.0,1,Y2,0.004629629629629629
4703,335000.0,67000.0,2000.0,203800.0,1,Y2,0.029850746268656716
4704,321000.0,64000.0,2000.0,184890.0,1,Y2,0.03125
4705,649000.0,130000.0,2000.0,203950.0,1,Y2,0.015384615384615385
4706,384000.0,77000.0,500.0,184580.0,1,Y2,0.006493506493506494
4707,557000.0,111000.0,2000.0,195150.0,1,Y2,0.018018018018018018
4708,659000.0,132000.0,2000.0,196690.0,1,Y2,0.015151515151515152
4709,646000.0,129000.0,1000.0,205600.0,1,Y2,0.007751937984496124
4710,365000.0,73000.0,2000.0,200440.0,1,Y2,0.0273972602739726
4711,704000.0,141000.0,2000.0,215720.0,1,Y2,0.014184397163120567
4712,555000.0,111000.0,1000.0,204460.0,1,Y2,0.009009009009009009
4713,370000.0,74000.0,5000.0,211450.0,1,Y2,0.06756756756756757
4714,370000.0,74000.0,2000.0,201010.0,1,Y2,0.02702702702702703
4715,260000.0,52000.0,5000.0,205560.0,1,Y2,0.09615384615384616
4716,479000.0,96000.0,2000.0,201640.0,1,Y2,0.020833333333333332
4717,682000.0,136000.0,1000.0,205010.0,1,Y2,0.007352941176470588
4718,404000.0,81000.0,2000.0,196150.0,1,Y2,0.024691358024691357
4719,513000.0,103000.0,500.0,198440.0,1,Y2,0.0048543689320388345
4720,614000.0,123000.0,5000.0,196090.0,1,Y2,0.04065040650406504
4721,309000.0,62000.0,5000.0,189740.0,1,Y2,0.08064516129032258
4722,257000.0,51000.0,2000.0,233500.0,1,Y2,0.0392156862745098
4723,325000.0,65000.0,5000.0,209640.0,1,Y2,0.07692307692307693
4724,483000.0,97000.0,5000.0,206070.0,1,Y2,0.05154639175257732
4725,659000.0,132000.0,500.0,201880.0,1,Y2,0.003787878787878788
4726,472000.0,94000.0,5000.0,205770.0,1,Y2,0.05319148936170213
4727,377000.0,75000.0,2000.0,209760.0,1,Y2,0.02666666666666667
4728,709000.0,142000.0,500.0,211320.0,1,Y2,0.0035211267605633804
4729,468000.0,94000.0,5000.0,194240.0,1,Y2,0.05319148936170213
4730,188000.0,38000.0,5000.0,207390.0,1,Y2,0.13157894736842105
4731,331000.0,66000.0,500.0,202720.0,1,Y2,0.007575757575757576
4732,544000.0,109000.0,5000.0,196180.0,1,Y2,0.045871559633027525
4733,453000.0,91000.0,5000.0,213150.0,1,Y2,0.054945054945054944
4734,480000.0,96000.0,5000.0,186810.0,1,Y2,0.052083333333333336
4735,488000.0,98000.0,2000.0,202930.0,1,Y2,0.02040816326530612
4736,255000.0,51000.0,500.0,214110.0,1,Y2,0.00980392156862745
4737,378000.0,76000.0,5000.0,175520.0,1,Y2,0.06578947368421052
4738,641000.0,128000.0,2000.0,205110.0,1,Y2,0.015625
4739,379000.0,76000.0,1000.0,172920.0,1,Y2,0.013157894736842105
4740,732000.0,146000.0,5000.0,208210.0,1,Y2,0.03424657534246575
4741,392000.0,78000.0,2000.0,190960.0,1,Y2,0.02564102564102564
4742,343000.0,69000.0,1000.0,213520.0,1,Y2,0.014492753623188406
4743,559000.0,112000.0,500.0,198210.0,1,Y2,0.004464285714285714
4744,425000.0,85000.0,5000.0,213200.0,1,Y2,0.058823529411764705
4745,327000.0,65000.0,2000.0,192940.0,1,Y2,0.03076923076923077
4746,227000.0,45000.0,1000.0,192740.0,1,Y2,0.022222222222222223
4747,687000.0,137000.0,1000.0,205330.0,1,Y2,0.0072992700729927005
4748,521000.0,104000.0,2000.0,200420.0,1,Y2,0.019230769230769232
4749,810000.0,162000.0,2000.0,214100.0,1,Y2,0.012345679012345678
4750,501000.0,100000.0,5000.0,202510.0,1,Y2,0.05
4751,536000.0,107000.0,1000.0,197970.0,1,Y2,0.009345794392523364
4752,373000.0,75000.0,2000.0,197400.0,1,Y2,0.02666666666666667
4753,508000.0,102000.0,1000.0,214590.0,1,Y2,0.00980392156862745
4754,288000.0,58000.0,1000.0,211420.0,1,Y2,0.017241379310344827
4755,432000.0,86000.0,5000.0,194720.0,1,Y2,0.05813953488372093
4756,677000.0,135000.0,500.0,189360.0,1,Y2,0.003703703703703704
4757,545000.0,109000.0,2000.0,196930.0,1,Y2,0.01834862385321101
